,External,Year,session 1,session 2,test 1,session 3,session 4,test 2,session 5,test 3,session 6,ind cw,group cw,final grade,fourm Q,fourm A,office hour visits,dropout,test 1_numeric,test 2_numeric,test 3_numeric,ind cw_numeric,group cw_numeric,final grade_numeric,attendance_rate,forum_engagement,engagement_score,engagement_level
2482,1,third,16,43,C,,,,,,,,,,3,0,0,1,2.0,,,,,,0.3333333333333333,3,0.18581560283687942,very low
2483,1,second,55,43,A,64.0,8.0,D,,,,,,,0,2,1,1,4.0,1.0,,,,,0.6666666666666666,2,0.36832151300236404,very low
2484,1,third,37,78,A,69.0,21.0,B,59.0,B,93.0,F,F,A,14,8,4,0,4.0,3.0,3.0,0.0,0.0,4.0,1.0,22,0.7293144208037825,high
2485,1,second,26,36,C,7.0,27.0,F,,,,,,,0,1,0,1,2.0,0.0,,,,,0.6666666666666666,1,0.3397163120567376,very low
2486,1,third,15,13,D,,,,,,,,,,3,1,1,1,1.0,,,,,,0.3333333333333333,4,0.21442080378250591,very low
2487,0,third,18,38,F,,,,,,,,,,5,1,1,1,0.0,,,,,,0.3333333333333333,6,0.22718676122931442,very low
2488,1,second,64,30,A,64.0,52.0,B,5.0,C,86.0,A,C,A,16,11,1,0,4.0,3.0,2.0,4.0,2.0,4.0,1.0,27,0.6945626477541371,medium
2489,0,first,38,90,C,50.0,4.0,D,80.0,F,58.0,B,A,B,6,20,2,0,2.0,1.0,0.0,3.0,4.0,3.0,1.0,26,0.710401891252955,medium
2490,1,first,2,17,B,,,,,,,,,,2,1,1,1,3.0,,,,,,0.3333333333333333,3,0.20803782505910165,very low
2491,0,third,3,17,D,40.0,41.0,C,55.0,B,97.0,A,B,C,23,18,6,0,1.0,2.0,3.0,4.0,3.0,2.0,1.0,41,0.8950354609929078,high
2492,1,second,1,20,D,38.0,30.0,B,98.0,C,98.0,A,A,B,25,7,8,0,1.0,3.0,2.0,4.0,4.0,3.0,1.0,32,0.8820330969267139,high
2493,1,third,8,13,A,10.0,23.0,D,36.0,A,24.0,B,A,A,3,1,1,0,4.0,1.0,4.0,3.0,4.0,4.0,1.0,4,0.5477541371158393,low
2494,0,second,6,8,A,10.0,25.0,A,39.0,D,26.0,C,D,A,0,3,2,0,4.0,4.0,1.0,2.0,1.0,4.0,1.0,3,0.5635933806146571,low
2495,1,second,43,51,F,92.0,49.0,C,30.0,C,56.0,B,C,A,11,8,3,0,0.0,2.0,2.0,3.0,2.0,4.0,1.0,19,0.6879432624113475,medium
2496,1,third,1,3,A,7.0,37.0,C,39.0,B,20.0,B,D,A,0,3,1,0,4.0,2.0,3.0,3.0,1.0,4.0,1.0,3,0.541371158392435,low
2497,1,second,24,77,A,13.0,82.0,F,80.0,C,,,,,3,4,1,1,4.0,0.0,2.0,,,,0.8333333333333334,7,0.4835697399527187,very low
2498,1,first,19,27,F,47.0,50.0,D,46.0,C,56.0,A,B,C,18,16,6,0,0.0,1.0,2.0,4.0,3.0,2.0,1.0,34,0.850354609929078,high
2499,0,second,2,6,B,7.0,0.0,F,71.0,B,,,,,0,4,1,1,3.0,0.0,3.0,,,,0.8333333333333334,4,0.4644208037825059,very low
2500,0,second,97,94,F,61.0,3.0,C,52.0,F,56.0,C,A,D,4,10,5,0,0.0,2.0,0.0,2.0,4.0,1.0,1.0,14,0.7004728132387708,medium
2501,0,third,2,15,B,6.0,24.0,F,36.0,B,28.0,B,F,C,3,1,1,0,3.0,0.0,3.0,3.0,0.0,2.0,1.0,4,0.5477541371158393,low
2502,1,third,19,24,A,14.0,78.0,D,54.0,D,29.0,D,F,B,13,3,3,1,4.0,1.0,1.0,1.0,0.0,3.0,1.0,16,0.6687943262411348,medium
2503,1,third,15,48,B,,,,,,,,,,4,0,0,1,3.0,,,,,,0.3333333333333333,4,0.1921985815602837,very low
2504,1,second,89,46,D,64.0,65.0,C,1.0,F,78.0,D,F,C,13,11,5,0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,24,0.7643026004728133,high
2505,1,second,24,53,A,83.0,76.0,C,23.0,B,64.0,B,F,A,13,5,4,0,4.0,2.0,3.0,3.0,0.0,4.0,1.0,18,0.7037825059101656,medium
2506,1,second,67,46,A,51.0,43.0,C,27.0,B,83.0,F,D,C,11,6,2,0,4.0,2.0,3.0,0.0,1.0,2.0,1.0,17,0.6529550827423167,medium
2507,1,third,70,44,A,67.0,96.0,B,55.0,D,68.0,F,C,A,14,4,4,0,4.0,3.0,1.0,0.0,2.0,4.0,1.0,18,0.7037825059101656,medium
2508,0,second,26,52,D,56.0,21.0,F,66.0,C,5.0,B,F,F,12,13,4,0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,25,0.7484633569739952,high
2509,1,third,24,57,F,96.0,43.0,C,91.0,F,71.0,B,A,A,9,9,3,0,0.0,2.0,0.0,3.0,4.0,4.0,1.0,18,0.6815602836879433,medium
2510,1,first,87,35,A,24.0,67.0,D,53.0,B,16.0,A,F,A,17,3,2,0,4.0,1.0,3.0,4.0,0.0,4.0,1.0,20,0.6721040189125295,medium
2511,1,first,35,72,A,76.0,68.0,B,23.0,F,,,,,1,3,1,1,4.0,3.0,0.0,,,,0.8333333333333334,4,0.4644208037825059,very low
2512,1,second,90,4,A,25.0,4.0,C,8.0,C,85.0,B,D,B,3,24,6,0,4.0,2.0,2.0,3.0,1.0,3.0,1.0,27,0.8056737588652482,high
2513,0,third,3,6,F,8.0,38.0,C,38.0,F,20.0,A,B,C,4,1,2,0,0.0,2.0,0.0,4.0,3.0,2.0,1.0,5,0.5763593380614657,low
2514,0,second,16,20,D,59.0,40.0,F,68.0,B,59.0,B,A,C,13,17,6,0,1.0,0.0,3.0,3.0,4.0,2.0,1.0,30,0.8248226950354609,high
2515,0,third,40,88,A,92.0,30.0,D,27.0,C,15.0,C,F,B,15,1,7,0,4.0,1.0,2.0,2.0,0.0,3.0,1.0,16,0.7576832151300237,high
2516,1,second,76,40,A,55.0,92.0,A,4.0,B,51.0,C,B,A,5,5,5,0,4.0,4.0,3.0,2.0,3.0,4.0,1.0,10,0.6749408983451537,medium
2517,1,third,31,70,F,75.0,48.0,A,11.0,F,77.0,F,F,B,17,7,4,0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,24,0.742080378250591,high
2518,1,second,7,19,D,56.0,41.0,D,89.0,F,87.0,D,F,D,29,12,8,0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,41,0.9394799054373523,high
2519,0,second,15,19,D,46.0,30.0,D,49.0,C,66.0,A,C,D,21,14,6,0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,35,0.8567375886524822,high
2520,1,third,52,31,D,26.0,21.0,F,,,,,,,0,2,1,1,1.0,0.0,,,,,0.6666666666666666,2,0.36832151300236404,very low
2521,0,third,67,47,C,39.0,60.0,C,56.0,A,55.0,A,C,D,18,21,8,0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,39,0.9267139479905437,high
2522,0,second,91,68,D,83.0,71.0,C,38.0,A,23.0,A,D,C,10,6,2,0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,16,0.6465721040189125,medium
2523,1,second,91,34,C,32.0,48.0,D,70.0,D,73.0,C,D,B,6,3,1,1,2.0,1.0,1.0,2.0,1.0,3.0,1.0,9,0.5796690307328606,low
2524,1,third,59,26,D,48.0,7.0,F,,,,,,,1,1,1,1,1.0,0.0,,,,,0.6666666666666666,2,0.36832151300236404,very low
2525,1,third,18,33,A,40.0,12.0,A,60.0,F,73.0,A,F,B,3,16,5,0,4.0,4.0,0.0,4.0,0.0,3.0,1.0,19,0.732387706855792,high
2526,1,second,1,10,A,1.0,45.0,D,39.0,A,21.0,A,C,A,3,3,2,0,4.0,1.0,4.0,4.0,2.0,4.0,1.0,6,0.5827423167848699,low
2527,1,third,68,96,C,40.0,23.0,F,24.0,B,94.0,A,A,F,0,23,8,0,2.0,0.0,3.0,4.0,4.0,0.0,1.0,23,0.8245862884160757,high
2528,0,third,86,95,A,33.0,64.0,A,,,,,,,4,0,1,1,4.0,4.0,,,,,0.6666666666666666,4,0.3810874704491725,very low
2529,1,first,57,71,F,71.0,74.0,A,37.0,A,31.0,C,A,C,2,14,4,0,0.0,4.0,4.0,2.0,4.0,2.0,1.0,16,0.691016548463357,medium
2530,1,first,59,33,C,75.0,12.0,B,50.0,F,,,,,6,2,1,1,2.0,3.0,0.0,,,,0.8333333333333334,8,0.48995271867612294,low
2531,1,first,57,37,C,60.0,23.0,F,,,,,,,0,0,0,1,2.0,0.0,,,,,0.6666666666666666,0,0.3333333333333333,very low
2532,1,third,4,22,F,86.0,65.0,A,60.0,D,,,,,1,2,1,1,0.0,4.0,1.0,,,,0.8333333333333334,3,0.4580378250591016,very low
2533,1,first,27,58,D,77.0,84.0,B,69.0,F,,,,,4,2,1,1,1.0,3.0,0.0,,,,0.8333333333333334,6,0.4771867612293144,very low
2534,0,first,15,22,D,35.0,51.0,D,77.0,B,69.0,F,D,C,26,4,6,0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,30,0.8248226950354609,high
2535,1,first,31,35,C,1.0,0.0,F,,,,,,,4,1,0,1,2.0,0.0,,,,,0.6666666666666666,5,0.3652482269503546,very low
2536,1,first,3,13,D,29.0,43.0,D,67.0,B,64.0,B,A,D,23,12,8,0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,35,0.9011820330969267,high
2537,1,second,24,53,B,71.0,24.0,A,20.0,F,56.0,D,F,B,9,8,5,0,3.0,4.0,0.0,1.0,0.0,3.0,1.0,17,0.7196217494089835,medium
2538,0,second,26,1,C,18.0,39.0,A,26.0,D,12.0,D,C,A,2,23,7,0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,25,0.8151300236406619,high
2539,1,second,48,42,B,21.0,28.0,F,,,,,,,2,0,1,1,3.0,0.0,,,,,0.6666666666666666,2,0.36832151300236404,very low
2540,1,first,15,39,D,,,,,,,,,,1,1,1,1,1.0,,,,,,0.3333333333333333,2,0.20165484633569739,very low
2541,0,second,7,9,A,7.0,38.0,B,48.0,A,24.0,A,A,B,1,3,1,0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,4,0.5477541371158393,low
2542,1,third,88,77,A,15.0,20.0,B,31.0,F,,,,,6,2,0,1,4.0,3.0,0.0,,,,0.8333333333333334,8,0.46773049645390075,very low
2543,1,third,67,31,D,80.0,69.0,C,35.0,F,,,,,9,2,0,1,1.0,2.0,0.0,,,,0.8333333333333334,11,0.4868794326241135,low
2544,1,first,87,55,A,14.0,23.0,A,65.0,D,19.0,D,A,D,6,4,1,1,4.0,4.0,1.0,1.0,4.0,1.0,1.0,10,0.5860520094562648,low
2545,1,third,54,62,F,97.0,79.0,B,2.0,B,78.0,A,F,D,12,9,2,0,0.0,3.0,3.0,4.0,0.0,1.0,1.0,21,0.6784869976359338,medium
2546,1,first,17,32,A,73.0,59.0,A,19.0,D,,,,,2,2,0,1,4.0,4.0,1.0,,,,0.8333333333333334,4,0.4421985815602837,very low
2547,0,second,6,26,F,20.0,40.0,D,70.0,C,59.0,C,C,D,9,10,4,0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,19,0.7101654846335698,medium
2548,0,first,8,38,D,27.0,6.0,A,76.0,B,33.0,A,B,C,6,8,1,0,1.0,4.0,3.0,4.0,3.0,2.0,1.0,14,0.6115839243498818,low
2549,0,first,55,82,D,79.0,49.0,B,18.0,C,10.0,A,F,C,19,8,6,0,1.0,3.0,2.0,4.0,0.0,2.0,1.0,27,0.8056737588652482,high
2550,0,second,57,41,A,87.0,58.0,C,74.0,D,,,,,2,4,0,1,4.0,2.0,1.0,,,,0.8333333333333334,6,0.4549645390070922,very low
2551,1,first,58,31,C,51.0,14.0,F,,,,,,,1,2,1,1,2.0,0.0,,,,,0.6666666666666666,3,0.37470449172576825,very low
2552,1,second,93,30,A,58.0,8.0,D,37.0,D,25.0,C,F,D,12,5,1,1,4.0,1.0,1.0,2.0,0.0,1.0,1.0,17,0.6307328605200946,medium
2553,1,second,8,5,F,25.0,32.0,B,75.0,B,27.0,F,B,C,21,6,4,0,0.0,3.0,3.0,0.0,3.0,2.0,1.0,27,0.7612293144208038,high
2554,0,second,90,42,A,47.0,85.0,D,7.0,A,86.0,D,A,D,17,3,1,0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,20,0.6498817966903073,medium
2555,1,third,8,13,F,9.0,50.0,C,25.0,B,29.0,C,F,D,0,1,2,0,0.0,2.0,3.0,2.0,0.0,1.0,1.0,1,0.5508274231678486,low
2556,0,second,19,4,D,46.0,39.0,F,83.0,C,32.0,A,A,B,12,11,8,0,1.0,0.0,2.0,4.0,4.0,3.0,1.0,23,0.8245862884160757,high
2557,0,second,9,8,A,4.0,24.0,B,27.0,A,24.0,B,F,D,2,2,2,0,4.0,3.0,4.0,3.0,0.0,1.0,1.0,4,0.5699763593380615,low
2558,0,first,75,94,B,21.0,55.0,C,60.0,D,82.0,B,F,F,13,10,4,0,3.0,2.0,1.0,3.0,0.0,0.0,1.0,23,0.7356973995271868,high
2559,1,third,52,42,A,39.0,2.0,F,,,,,,,1,0,1,1,4.0,0.0,,,,,0.6666666666666666,1,0.3619385342789598,very low
2560,0,third,42,89,A,69.0,90.0,C,28.0,B,75.0,F,C,F,19,2,2,0,4.0,2.0,3.0,0.0,2.0,0.0,1.0,21,0.6784869976359338,medium
2561,1,third,39,95,A,68.0,43.0,B,39.0,B,73.0,B,A,D,6,3,2,0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,9,0.6018912529550827,low
2562,0,first,79,30,C,81.0,46.0,F,16.0,A,75.0,A,F,A,3,3,4,0,2.0,0.0,4.0,4.0,0.0,4.0,1.0,6,0.6271867612293144,medium
2563,0,first,3,21,F,30.0,53.0,D,48.0,D,58.0,C,C,B,27,9,4,0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,36,0.8186761229314421,high
2564,0,second,17,23,F,34.0,49.0,F,81.0,C,69.0,D,D,D,11,13,7,0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,24,0.8087470449172577,high
2565,1,first,1,4,A,13.0,76.0,F,73.0,B,26.0,C,F,C,7,20,2,0,4.0,0.0,3.0,2.0,0.0,2.0,1.0,27,0.7167848699763593,medium
2566,1,second,22,35,B,18.0,25.0,C,92.0,D,29.0,B,D,F,12,3,3,1,3.0,2.0,1.0,3.0,1.0,0.0,1.0,15,0.6624113475177305,medium
2567,0,second,10,15,F,52.0,34.0,B,92.0,C,70.0,A,B,C,22,14,6,0,0.0,3.0,2.0,4.0,3.0,2.0,1.0,36,0.8631205673758865,high
2568,1,second,18,30,B,,,,,,,,,,4,0,1,1,3.0,,,,,,0.3333333333333333,4,0.21442080378250591,very low
2569,1,second,63,87,B,74.0,68.0,D,70.0,A,21.0,D,A,A,8,7,1,0,3.0,1.0,4.0,1.0,4.0,4.0,1.0,15,0.6179669030732861,low
2570,0,third,12,27,D,20.0,46.0,D,50.0,D,70.0,C,F,D,4,11,8,0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,15,0.7735224586288416,high
2571,1,first,24,46,D,22.0,6.0,D,,,,,,,4,0,1,1,1.0,1.0,,,,,0.6666666666666666,4,0.3810874704491725,very low
2572,0,second,40,53,C,22.0,60.0,D,,,,,,,6,4,1,1,2.0,1.0,,,,,0.6666666666666666,10,0.41938534278959805,very low
2573,0,third,96,85,F,13.0,72.0,C,90.0,F,,,,,1,3,3,1,0.0,2.0,0.0,,,,0.8333333333333334,4,0.5088652482269503,low
2574,1,first,5,0,D,,,,,,,,,,3,0,1,1,1.0,,,,,,0.3333333333333333,3,0.20803782505910165,very low
2575,1,first,8,11,C,,,,,,,,,,1,1,0,1,2.0,,,,,,0.3333333333333333,2,0.17943262411347516,very low
2576,0,second,78,68,F,82.0,3.0,B,46.0,A,46.0,A,A,A,18,9,2,0,0.0,3.0,4.0,4.0,4.0,4.0,1.0,27,0.7167848699763593,medium
2577,1,first,70,56,B,40.0,53.0,A,58.0,A,46.0,B,A,C,15,13,5,0,3.0,4.0,4.0,3.0,4.0,2.0,1.0,28,0.7898345153664303,high
2578,0,second,14,48,D,79.0,62.0,F,66.0,D,,,,,2,1,0,1,1.0,0.0,1.0,,,,0.8333333333333334,3,0.4358156028368794,very low
2579,1,third,70,65,B,63.0,43.0,D,8.0,F,59.0,C,A,A,15,9,4,0,3.0,1.0,0.0,2.0,4.0,4.0,1.0,24,0.742080378250591,high
2580,0,third,3,10,A,8.0,16.0,B,41.0,F,27.0,A,C,B,4,2,2,0,4.0,3.0,0.0,4.0,2.0,3.0,1.0,6,0.5827423167848699,low
2581,0,second,4,12,A,10.0,41.0,D,40.0,A,27.0,B,D,C,3,1,2,0,4.0,1.0,4.0,3.0,1.0,2.0,1.0,4,0.5699763593380615,low
2582,1,first,74,71,F,17.0,68.0,C,50.0,F,,,,,6,0,1,1,0.0,2.0,0.0,,,,0.8333333333333334,6,0.4771867612293144,very low
2583,1,first,88,97,B,76.0,23.0,A,64.0,A,32.0,A,A,C,9,3,4,0,3.0,4.0,4.0,4.0,4.0,2.0,1.0,12,0.66548463356974,medium
2584,0,second,13,13,D,29.0,51.0,C,63.0,C,97.0,F,F,B,4,10,5,0,1.0,2.0,2.0,0.0,0.0,3.0,1.0,14,0.7004728132387708,medium
2585,0,third,7,3,B,5.0,13.0,A,31.0,A,27.0,C,C,A,4,1,1,0,3.0,4.0,4.0,2.0,2.0,4.0,1.0,5,0.5541371158392435,low
2586,0,third,6,12,A,13.0,57.0,A,42.0,A,24.0,A,A,A,0,3,2,0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3,0.5635933806146571,low
2587,1,first,76,18,A,21.0,25.0,D,43.0,D,1.0,F,F,F,1,4,1,1,4.0,1.0,1.0,0.0,0.0,0.0,1.0,5,0.5541371158392435,low
2588,0,second,61,87,F,71.0,31.0,A,46.0,A,92.0,D,A,B,13,8,3,0,0.0,4.0,4.0,1.0,4.0,3.0,1.0,21,0.700709219858156,medium
2589,1,third,7,3,A,11.0,30.0,B,27.0,F,23.0,D,A,C,2,2,1,0,4.0,3.0,0.0,1.0,4.0,2.0,1.0,4,0.5477541371158393,low
2590,1,second,45,54,A,81.0,76.0,A,92.0,F,75.0,C,C,B,9,7,4,0,4.0,4.0,0.0,2.0,2.0,3.0,1.0,16,0.691016548463357,medium
2591,1,first,42,65,C,46.0,77.0,B,79.0,A,36.0,A,C,D,11,11,8,0,2.0,3.0,4.0,4.0,2.0,1.0,1.0,22,0.8182033096926714,high
2592,1,first,84,5,F,45.0,50.0,D,38.0,C,4.0,A,D,C,5,8,3,1,0.0,1.0,2.0,4.0,1.0,2.0,1.0,13,0.6496453900709219,medium
2593,1,third,71,90,A,50.0,69.0,C,49.0,B,30.0,A,B,A,10,6,3,0,4.0,2.0,3.0,4.0,3.0,4.0,1.0,16,0.6687943262411348,medium
2594,0,third,5,7,F,12.0,20.0,C,48.0,B,24.0,A,B,B,3,3,1,0,0.0,2.0,3.0,4.0,3.0,3.0,1.0,6,0.5605200945626477,low
2595,0,second,94,92,A,26.0,5.0,A,65.0,D,38.0,F,F,C,1,24,1,0,4.0,4.0,1.0,0.0,0.0,2.0,1.0,25,0.6817966903073286,medium
2596,1,second,88,98,F,90.0,77.0,C,32.0,D,93.0,A,B,B,15,11,5,0,0.0,2.0,1.0,4.0,3.0,3.0,1.0,26,0.7770685579196218,high
2597,0,third,99,97,C,79.0,86.0,A,7.0,C,38.0,F,B,D,14,4,5,0,2.0,4.0,2.0,0.0,3.0,1.0,1.0,18,0.7260047281323878,high
2598,1,second,17,39,F,8.0,0.0,B,34.0,C,37.0,F,F,F,5,3,2,1,0.0,3.0,2.0,0.0,0.0,0.0,1.0,8,0.5955082742316784,low
2599,1,first,63,55,A,54.0,20.0,A,77.0,D,66.0,C,F,A,11,9,2,0,4.0,4.0,1.0,2.0,0.0,4.0,1.0,20,0.6721040189125295,medium
2600,0,second,9,10,F,,,,,,,,,,2,2,0,1,0.0,,,,,,0.3333333333333333,4,0.1921985815602837,very low
2601,1,second,20,37,D,3.0,12.0,F,,,,,,,2,1,1,1,1.0,0.0,,,,,0.6666666666666666,3,0.37470449172576825,very low
2602,1,second,17,60,B,86.0,49.0,A,28.0,F,69.0,C,F,A,12,5,5,0,3.0,4.0,0.0,2.0,0.0,4.0,1.0,17,0.7196217494089835,medium
2603,0,first,64,19,F,77.0,56.0,D,27.0,D,69.0,C,C,A,18,4,1,0,0.0,1.0,1.0,2.0,2.0,4.0,1.0,22,0.6626477541371159,medium
2604,0,second,33,6,C,69.0,28.0,C,44.0,B,44.0,C,A,A,4,16,5,0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,20,0.7387706855791962,high
2605,1,third,41,8,B,43.0,27.0,B,45.0,C,,,,,7,2,0,1,3.0,3.0,2.0,,,,0.8333333333333334,9,0.47411347517730495,very low
2606,0,third,3,11,A,1.0,19.0,C,31.0,B,25.0,A,A,A,0,1,1,0,4.0,2.0,3.0,4.0,4.0,4.0,1.0,1,0.5286052009456265,low
2607,1,third,20,79,D,0.0,56.0,C,21.0,C,,,,,4,2,0,1,1.0,2.0,2.0,,,,0.8333333333333334,6,0.4549645390070922,very low
2608,1,third,73,77,D,59.0,52.0,B,73.0,D,92.0,F,A,B,12,6,4,0,1.0,3.0,1.0,0.0,4.0,3.0,1.0,18,0.7037825059101656,medium
2609,0,second,93,60,A,42.0,56.0,A,49.0,F,42.0,F,F,C,12,8,4,0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,20,0.716548463356974,medium
2610,1,first,45,36,B,44.0,4.0,F,,,,,,,1,0,0,1,3.0,0.0,,,,,0.6666666666666666,1,0.3397163120567376,very low
2611,0,third,12,24,D,33.0,44.0,D,62.0,D,93.0,C,D,B,16,19,4,0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,35,0.8122931442080378,high
2612,0,second,10,27,D,21.0,38.0,D,71.0,D,74.0,A,A,B,13,3,6,0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,16,0.7354609929078014,high
2613,0,third,76,68,D,80.0,55.0,A,48.0,F,59.0,A,A,D,18,3,3,0,1.0,4.0,0.0,4.0,4.0,1.0,1.0,21,0.700709219858156,medium
2614,1,first,57,38,A,44.0,24.0,D,,,,,,,0,1,0,1,4.0,1.0,,,,,0.6666666666666666,1,0.3397163120567376,very low
2615,1,first,22,1,F,,,,,,,,,,1,0,1,1,0.0,,,,,,0.3333333333333333,1,0.19527186761229315,very low
2616,1,third,36,40,C,23.0,19.0,B,71.0,D,30.0,D,B,A,6,23,3,0,2.0,3.0,1.0,1.0,3.0,4.0,1.0,29,0.75177304964539,high
2617,1,first,14,6,F,,,,,,,,,,2,0,1,1,0.0,,,,,,0.3333333333333333,2,0.20165484633569739,very low
2618,0,third,2,2,B,9.0,20.0,A,41.0,F,23.0,A,D,C,0,2,1,0,3.0,4.0,0.0,4.0,1.0,2.0,1.0,2,0.5349881796690308,low
2619,1,second,65,70,A,85.0,5.0,A,59.0,B,86.0,A,F,A,9,3,3,0,4.0,4.0,3.0,4.0,0.0,4.0,1.0,12,0.6432624113475177,medium
2620,1,first,69,96,A,58.0,30.0,F,34.0,B,51.0,B,A,B,16,23,3,0,4.0,0.0,3.0,3.0,4.0,3.0,1.0,39,0.8156028368794326,high
2621,1,third,2,15,D,16.0,38.0,B,22.0,F,,,,,5,1,0,1,1.0,3.0,0.0,,,,0.8333333333333334,6,0.4549645390070922,very low
2622,1,third,46,75,A,60.0,22.0,F,70.0,D,57.0,B,A,F,10,5,3,0,4.0,0.0,1.0,3.0,4.0,0.0,1.0,15,0.6624113475177305,medium
2623,0,third,49,52,D,23.0,27.0,D,,,,,,,5,4,1,1,1.0,1.0,,,,,0.6666666666666666,9,0.4130023640661938,very low
2624,1,third,74,52,A,73.0,37.0,B,52.0,A,60.0,C,A,A,12,5,4,0,4.0,3.0,4.0,2.0,4.0,4.0,1.0,17,0.6973995271867612,medium
2625,1,second,20,44,B,44.0,24.0,F,,,,,,,4,1,0,1,3.0,0.0,,,,,0.6666666666666666,5,0.3652482269503546,very low
2626,0,third,26,70,F,48.0,6.0,C,63.0,C,,,,,0,1,0,1,0.0,2.0,2.0,,,,0.8333333333333334,1,0.42304964539007095,very low
2627,1,third,37,68,D,81.0,30.0,C,36.0,B,29.0,B,A,A,11,4,2,0,1.0,2.0,3.0,3.0,4.0,4.0,1.0,15,0.6401891252955082,medium
2628,1,second,20,73,A,77.0,45.0,D,63.0,B,3.0,F,D,F,6,1,2,1,4.0,1.0,3.0,0.0,1.0,0.0,1.0,7,0.5891252955082742,low
2629,1,second,85,91,A,41.0,42.0,C,56.0,F,89.0,C,B,D,13,9,3,0,4.0,2.0,0.0,2.0,3.0,1.0,1.0,22,0.7070921985815602,medium
2630,0,first,12,26,F,25.0,40.0,F,91.0,C,33.0,F,A,C,13,10,7,0,0.0,0.0,2.0,0.0,4.0,2.0,1.0,23,0.8023640661938535,high
2631,1,first,59,44,D,50.0,19.0,D,,,,,,,0,0,1,1,1.0,1.0,,,,,0.6666666666666666,0,0.3555555555555555,very low
2632,1,third,14,54,B,54.0,25.0,A,62.0,D,99.0,A,D,A,14,7,4,0,3.0,4.0,1.0,4.0,1.0,4.0,1.0,21,0.7229314420803783,medium
2633,0,second,2,29,F,34.0,41.0,D,92.0,C,95.0,D,F,B,3,5,8,0,0.0,1.0,2.0,1.0,0.0,3.0,1.0,8,0.7288416075650118,high
2634,1,third,37,61,F,28.0,27.0,C,66.0,D,,,,,3,0,1,1,0.0,2.0,1.0,,,,0.8333333333333334,3,0.4580378250591016,very low
2635,0,first,41,10,C,94.0,29.0,D,63.0,F,87.0,A,A,D,14,2,5,0,2.0,1.0,0.0,4.0,4.0,1.0,1.0,16,0.7132387706855793,medium
2636,1,second,88,20,B,48.0,53.0,B,69.0,D,,,,,11,2,0,1,3.0,3.0,1.0,,,,0.8333333333333334,13,0.499645390070922,low
2637,0,third,1,5,A,12.0,55.0,A,24.0,B,23.0,B,C,D,3,3,2,0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,6,0.5827423167848699,low
2638,0,third,9,9,A,2.0,17.0,D,49.0,A,29.0,F,A,C,2,2,2,0,4.0,1.0,4.0,0.0,4.0,2.0,1.0,4,0.5699763593380615,low
2639,1,first,75,54,F,63.0,66.0,A,,,,,,,2,1,0,1,0.0,4.0,,,,,0.6666666666666666,3,0.35248226950354605,very low
2640,1,third,48,61,A,74.0,43.0,B,13.0,B,72.0,C,F,B,16,8,2,0,4.0,3.0,3.0,2.0,0.0,3.0,1.0,24,0.6976359338061465,medium
2641,1,third,24,31,F,,,,,,,,,,0,1,0,1,0.0,,,,,,0.3333333333333333,1,0.17304964539007092,very low
2642,0,third,6,3,A,8.0,27.0,C,27.0,F,21.0,A,A,C,2,3,1,0,4.0,2.0,0.0,4.0,4.0,2.0,1.0,5,0.5541371158392435,low
2643,1,second,56,28,B,66.0,3.0,D,,,,,,,0,1,1,1,3.0,1.0,,,,,0.6666666666666666,1,0.3619385342789598,very low
2644,0,third,8,16,A,8.0,53.0,D,45.0,B,22.0,B,D,C,3,1,1,0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,4,0.5477541371158393,low
2645,1,first,33,25,B,24.0,57.0,B,35.0,D,,,,,0,2,1,1,3.0,3.0,1.0,,,,0.8333333333333334,2,0.4516548463356974,very low
2646,1,first,15,5,F,39.0,40.0,D,78.0,B,45.0,C,F,D,29,14,5,0,0.0,1.0,3.0,2.0,0.0,1.0,1.0,43,0.8855791962174941,high
2647,0,third,7,5,A,4.0,20.0,D,29.0,F,22.0,A,C,D,0,1,2,0,4.0,1.0,0.0,4.0,2.0,1.0,1.0,1,0.5508274231678486,low
