,External,Year,session 1,session 2,test 1,session 3,session 4,test 2,session 5,test 3,session 6,ind cw,group cw,final grade,fourm Q,fourm A,office hour visits,dropout,test 1_numeric,test 2_numeric,test 3_numeric,ind cw_numeric,group cw_numeric,final grade_numeric,attendance_quality,attendance_rate,attendance_score,forum_engagement,engagement_score,last_test_before_dropout,avg_test_score,engagement_level
2043,1,first,17.0,16.0,F,59.0,90.0,A,99.0,F,82.0,D,C,C,3,22,4,0,0.0,4.0,0.0,1.0,2.0,2.0,0.605,1.0,0.605,25,0.5509633569739952,,1.3333333333333333,high
2044,0,first,17.0,11.0,D,57.0,45.0,F,52.0,C,39.0,A,F,A,5,4,4,0,1.0,0.0,2.0,4.0,0.0,4.0,0.36833333333333335,1.0,0.36833333333333335,9,0.3305023640661939,,1.0,low
2045,1,third,28.0,64.0,F,67.0,59.0,A,30.0,D,96.0,F,D,A,16,7,3,0,0.0,4.0,1.0,0.0,1.0,4.0,0.5733333333333334,1.0,0.5733333333333334,23,0.5001418439716312,,1.6666666666666667,high
2046,0,third,3.0,6.0,A,1.0,49.0,A,40.0,F,20.0,A,D,A,2,3,2,0,4.0,4.0,0.0,4.0,1.0,4.0,0.19833333333333333,1.0,0.19833333333333333,5,0.1755260047281324,,2.6666666666666665,low
2047,1,third,74.0,22.0,A,93.0,22.0,C,95.0,F,27.0,A,A,D,17,10,2,0,4.0,2.0,0.0,4.0,4.0,1.0,0.555,1.0,0.555,27,0.4942848699763594,,2.0,high
2048,0,second,76.0,74.0,A,73.0,36.0,A,44.0,C,72.0,A,B,B,3,10,1,0,4.0,4.0,2.0,4.0,3.0,3.0,0.625,1.0,0.625,13,0.4177009456264775,,3.3333333333333335,medium
2049,1,second,16.0,19.0,D,45.0,47.0,D,50.0,B,40.0,C,B,C,15,6,8,0,1.0,1.0,3.0,2.0,3.0,2.0,0.36166666666666664,1.0,0.36166666666666664,21,0.4926536643026005,,1.6666666666666667,medium
2050,1,first,72.0,55.0,B,59.0,53.0,B,33.0,B,77.0,D,C,A,9,6,4,0,3.0,3.0,3.0,1.0,2.0,4.0,0.5816666666666667,1.0,0.5816666666666667,15,0.4754669030732861,,3.0,medium
2051,0,third,85.0,30.0,F,16.0,43.0,A,93.0,B,,,,,9,3,3,1,0.0,4.0,3.0,,,,0.534,0.8333333333333334,0.44500000000000006,12,0.36576241134751775,3.0,,low
2052,1,third,41.0,79.0,C,58.0,32.0,C,91.0,F,56.0,C,A,A,10,8,4,0,2.0,2.0,0.0,2.0,4.0,4.0,0.595,1.0,0.595,18,0.5012825059101654,,1.3333333333333333,high
2053,1,second,14.0,16.0,C,,,,,,,,,,1,1,0,1,2.0,,,,,,0.15,0.3333333333333333,0.049999999999999996,2,0.03776595744680851,2.0,,very low
2054,0,third,84.0,68.0,B,61.0,30.0,F,79.0,C,97.0,C,A,D,13,3,1,0,3.0,0.0,2.0,2.0,4.0,1.0,0.6983333333333333,1.0,0.6983333333333333,16,0.4735165484633569,,1.6666666666666667,medium
2055,1,second,16.0,79.0,F,57.0,61.0,A,21.0,A,82.0,B,F,F,5,8,2,0,0.0,4.0,4.0,3.0,0.0,0.0,0.5266666666666666,1.0,0.5266666666666666,13,0.3907565011820331,,2.6666666666666665,medium
2056,0,third,16.0,5.0,D,3.0,80.0,C,10.0,B,73.0,B,C,A,18,11,6,0,1.0,2.0,3.0,3.0,2.0,4.0,0.3116666666666667,1.0,0.3116666666666667,29,0.4742730496453901,,2.0,medium
2057,1,second,98.0,74.0,A,69.0,85.0,A,79.0,F,66.0,F,B,C,19,9,4,0,4.0,4.0,0.0,0.0,3.0,2.0,0.785,1.0,0.785,28,0.660112293144208,,2.6666666666666665,high
2058,1,third,50.0,91.0,A,31.0,32.0,A,81.0,D,,,,,1,3,0,1,4.0,4.0,1.0,,,,0.57,0.8333333333333334,0.475,4,0.263031914893617,1.0,,low
2059,1,third,47.0,65.0,A,90.0,50.0,C,49.0,D,52.0,F,F,D,7,7,3,0,4.0,2.0,1.0,0.0,0.0,1.0,0.5883333333333334,1.0,0.5883333333333334,14,0.45019503546099293,,2.3333333333333335,medium
2060,0,third,5.0,5.0,D,43.0,36.0,C,56.0,C,27.0,C,A,B,5,3,4,0,1.0,2.0,2.0,2.0,4.0,3.0,0.2866666666666667,1.0,0.2866666666666667,8,0.2832860520094563,,1.6666666666666667,low
2061,0,second,9.0,9.0,D,51.0,49.0,D,95.0,C,84.0,F,D,A,25,5,6,0,1.0,1.0,2.0,0.0,1.0,4.0,0.495,1.0,0.495,30,0.572322695035461,,1.3333333333333333,high
2062,0,second,12.0,18.0,D,42.0,52.0,D,97.0,C,88.0,C,B,B,11,3,7,0,1.0,1.0,2.0,2.0,3.0,3.0,0.515,1.0,0.515,14,0.5024172576832151,,1.3333333333333333,high
2063,1,first,27.0,39.0,F,16.0,39.0,F,,,,,,,4,0,1,1,0.0,0.0,,,,,0.3025,0.6666666666666666,0.20166666666666666,4,0.1485874704491726,0.0,,very low
2064,1,first,19.0,92.0,B,18.0,76.0,B,74.0,D,68.0,F,D,F,0,3,2,1,3.0,3.0,1.0,0.0,1.0,0.0,0.5783333333333334,1.0,0.5783333333333334,3,0.3527600472813239,1.0,,low
2065,1,third,19.0,26.0,F,,,,,,,,,,4,1,1,1,0.0,,,,,,0.225,0.3333333333333333,0.075,5,0.0916371158392435,0.0,,very low
2066,1,first,44.0,19.0,C,88.0,31.0,C,30.0,A,2.0,F,D,F,12,5,0,1,2.0,2.0,4.0,0.0,1.0,0.0,0.35666666666666663,1.0,0.35666666666666663,17,0.2868439716312057,4.0,,low
2067,1,third,1.0,10.0,A,8.0,26.0,C,27.0,A,23.0,B,D,C,3,2,1,0,4.0,2.0,4.0,3.0,1.0,2.0,0.15833333333333333,1.0,0.15833333333333333,5,0.13330378250591016,,3.3333333333333335,very low
2068,0,third,2.0,16.0,F,59.0,54.0,B,81.0,B,78.0,B,A,D,8,5,5,0,0.0,3.0,3.0,3.0,4.0,1.0,0.48333333333333334,1.0,0.48333333333333334,13,0.4357565011820331,,2.0,medium
2069,1,third,75.0,82.0,D,90.0,49.0,B,30.0,B,88.0,A,A,B,3,5,4,0,1.0,3.0,3.0,4.0,4.0,3.0,0.69,1.0,0.69,8,0.48495271867612294,,2.3333333333333335,medium
2070,1,first,19.0,19.0,D,38.0,42.0,F,94.0,C,64.0,B,F,B,16,10,8,0,1.0,0.0,2.0,3.0,0.0,3.0,0.46,1.0,0.46,26,0.5737352245862885,,1.0,high
2071,1,first,46.0,70.0,A,93.0,77.0,A,79.0,C,49.0,A,F,D,14,3,4,0,4.0,4.0,2.0,4.0,0.0,1.0,0.69,1.0,0.69,17,0.5423995271867612,,3.3333333333333335,high
2072,1,third,31.0,14.0,D,36.0,59.0,A,23.0,F,,,,,8,3,0,1,1.0,4.0,0.0,,,,0.326,0.8333333333333334,0.27166666666666667,11,0.20604609929078016,0.0,,low
2073,1,third,6.0,3.0,A,4.0,26.0,B,27.0,A,21.0,A,D,B,3,3,2,0,4.0,3.0,4.0,4.0,1.0,3.0,0.145,1.0,0.145,6,0.15524231678486997,,3.6666666666666665,very low
2074,1,second,45.0,44.0,D,49.0,41.0,F,,,,,,,1,0,0,1,1.0,0.0,,,,,0.4475,0.6666666666666666,0.29833333333333334,1,0.15554964539007093,0.0,,very low
2075,0,second,6.0,11.0,A,11.0,45.0,A,32.0,D,20.0,C,C,D,4,1,1,0,4.0,4.0,1.0,2.0,2.0,1.0,0.20833333333333331,1.0,0.20833333333333331,5,0.15830378250591015,,3.0,very low
2076,1,third,57.0,57.0,C,55.0,35.0,C,79.0,B,64.0,A,F,A,11,9,5,0,2.0,2.0,3.0,4.0,0.0,4.0,0.5783333333333334,1.0,0.5783333333333334,20,0.5279373522458629,,2.3333333333333335,high
2077,0,second,4.0,5.0,A,1.0,19.0,D,45.0,D,27.0,A,A,C,3,1,1,0,4.0,1.0,1.0,4.0,4.0,2.0,0.16833333333333333,1.0,0.16833333333333333,4,0.1319208037825059,,2.0,very low
2078,0,second,84.0,85.0,F,97.0,98.0,F,26.0,B,72.0,B,F,A,18,11,6,0,0.0,0.0,3.0,3.0,0.0,4.0,0.77,1.0,0.77,29,0.7034397163120567,,1.0,high
2079,1,third,15.0,58.0,D,78.0,68.0,C,2.0,A,61.0,C,F,B,16,7,4,0,1.0,2.0,4.0,2.0,0.0,3.0,0.47,1.0,0.47,23,0.47069739952718676,,2.3333333333333335,medium
2080,1,first,1.0,5.0,F,,,,,,,,,,2,1,0,1,0.0,,,,,,0.03,0.3333333333333333,0.009999999999999998,3,0.024148936170212763,0.0,,very low
2081,1,first,15.0,10.0,D,,,,,,,,,,1,1,0,1,1.0,,,,,,0.125,0.3333333333333333,0.041666666666666664,2,0.033599290780141844,1.0,,very low
2082,0,second,80.0,61.0,D,75.0,14.0,B,19.0,D,93.0,A,A,D,12,3,4,0,1.0,3.0,1.0,4.0,4.0,1.0,0.57,1.0,0.57,15,0.46963356973995274,,1.6666666666666667,medium
2083,1,third,31.0,47.0,C,32.0,20.0,A,62.0,F,,,,,5,2,1,1,2.0,4.0,0.0,,,,0.384,0.8333333333333334,0.32,7,0.226903073286052,0.0,,low
2084,0,second,2.0,2.0,F,9.0,55.0,D,37.0,B,20.0,A,A,D,0,2,1,0,0.0,1.0,3.0,4.0,4.0,1.0,0.20833333333333331,1.0,0.20833333333333331,2,0.13915484633569739,,1.3333333333333333,very low
2085,1,first,93.0,52.0,A,64.0,23.0,F,,,,,,,3,0,2,1,4.0,0.0,,,,,0.58,0.6666666666666666,0.3866666666666666,3,0.2569267139479905,0.0,,low
2086,1,second,9.0,12.0,A,7.0,49.0,C,25.0,A,22.0,C,A,A,0,1,1,0,4.0,2.0,4.0,2.0,4.0,4.0,0.20666666666666667,1.0,0.20666666666666667,1,0.1319385342789598,,3.3333333333333335,very low
2087,1,first,31.0,52.0,A,86.0,41.0,A,,C,57.0,C,F,B,10,9,5,0,4.0,4.0,2.0,2.0,0.0,3.0,0.534,0.8333333333333334,0.44500000000000006,19,0.454887706855792,,3.3333333333333335,medium
2088,0,third,1.0,11.0,A,11.0,8.0,B,26.0,B,24.0,B,A,D,4,2,1,0,4.0,3.0,3.0,3.0,4.0,1.0,0.135,1.0,0.135,6,0.12802009456264776,,3.3333333333333335,very low
2089,0,third,88.0,39.0,B,69.0,15.0,D,2.0,F,41.0,C,B,F,5,11,8,0,3.0,1.0,0.0,2.0,3.0,0.0,0.42333333333333334,1.0,0.42333333333333334,16,0.4915721040189125,,1.3333333333333333,medium
2090,1,first,52.0,27.0,C,38.0,15.0,F,,,,,,,0,1,0,1,2.0,0.0,,,,,0.33,0.6666666666666666,0.22,1,0.11638297872340425,0.0,,very low
2091,1,first,60.0,33.0,B,90.0,70.0,C,29.0,F,80.0,A,D,A,16,12,6,0,3.0,2.0,0.0,4.0,1.0,4.0,0.6033333333333334,1.0,0.6033333333333334,28,0.6137234042553191,,1.6666666666666667,high
2092,1,first,72.0,40.0,F,67.0,31.0,F,11.0,C,,,,,8,2,0,1,0.0,0.0,2.0,,,,0.442,0.8333333333333334,0.36833333333333335,10,0.24799645390070924,2.0,,low
2093,0,first,31.0,35.0,D,64.0,88.0,F,45.0,F,91.0,A,A,A,18,7,5,0,1.0,0.0,0.0,4.0,4.0,4.0,0.59,1.0,0.59,25,0.5656855791962175,,0.3333333333333333,high
2094,1,second,86.0,62.0,A,49.0,48.0,F,45.0,F,12.0,C,C,C,11,4,1,1,4.0,0.0,0.0,2.0,2.0,2.0,0.5033333333333334,1.0,0.5033333333333334,15,0.3696335697399527,0.0,,low
2095,0,second,3.0,1.0,F,59.0,52.0,B,73.0,C,26.0,A,B,C,5,12,8,0,0.0,3.0,2.0,4.0,3.0,2.0,0.35666666666666663,1.0,0.35666666666666663,17,0.4646217494089835,,1.6666666666666667,medium
2096,1,third,98.0,53.0,B,49.0,52.0,A,40.0,A,46.0,D,D,B,15,19,8,0,3.0,4.0,4.0,1.0,1.0,3.0,0.5633333333333334,1.0,0.5633333333333334,34,0.6764657210401892,,3.6666666666666665,high
2097,1,second,25.0,7.0,F,,,,,,,,,,4,2,0,1,0.0,,,,,,0.16,0.3333333333333333,0.05333333333333333,6,0.06496453900709219,0.0,,very low
2098,1,first,72.0,58.0,D,88.0,35.0,A,7.0,F,72.0,D,D,B,12,5,4,0,1.0,4.0,0.0,1.0,1.0,3.0,0.5533333333333333,1.0,0.5533333333333333,17,0.4740661938534279,,1.6666666666666667,medium
2099,0,second,8.0,25.0,F,,,,,,,,,,6,2,1,1,0.0,,,,,,0.165,0.3333333333333333,0.055,8,0.10078605200945627,0.0,,very low
2100,1,third,64.0,48.0,A,77.0,70.0,B,34.0,F,47.0,F,A,B,5,4,3,0,4.0,3.0,0.0,0.0,4.0,3.0,0.5666666666666667,1.0,0.5666666666666667,9,0.4074468085106383,,2.3333333333333335,medium
2101,1,first,38.0,44.0,B,11.0,43.0,B,23.0,D,65.0,A,A,D,17,17,1,0,3.0,3.0,1.0,4.0,4.0,1.0,0.37333333333333335,1.0,0.37333333333333335,34,0.42591016548463356,,2.3333333333333335,medium
2102,0,third,5.0,16.0,A,11.0,17.0,B,46.0,B,29.0,D,A,A,3,3,2,0,4.0,3.0,3.0,1.0,4.0,4.0,0.20666666666666667,1.0,0.20666666666666667,6,0.18607565011820332,,3.3333333333333335,low
2103,0,third,6.0,2.0,B,1.0,12.0,B,25.0,D,20.0,A,A,C,3,3,1,0,3.0,3.0,1.0,4.0,4.0,2.0,0.11,1.0,0.11,6,0.11552009456264775,,2.3333333333333335,very low
2104,1,third,50.0,37.0,A,37.0,7.0,F,,,,,,,0,0,0,1,4.0,0.0,,,,,0.3275,0.6666666666666666,0.21833333333333332,0,0.10916666666666666,0.0,,very low
2105,1,first,8.0,1.0,B,,,,,,,,,,1,1,1,1,3.0,,,,,,0.045,0.3333333333333333,0.015,2,0.042488179669030735,3.0,,very low
2106,1,third,43.0,57.0,A,25.0,20.0,F,16.0,F,,,,,5,2,1,1,4.0,0.0,0.0,,,,0.322,0.8333333333333334,0.26833333333333337,7,0.20106973995271868,0.0,,low
2107,1,third,46.0,41.0,A,42.0,24.0,C,65.0,B,18.0,D,D,F,0,2,2,1,4.0,2.0,3.0,1.0,1.0,0.0,0.39333333333333337,1.0,0.39333333333333337,2,0.25387706855791964,3.0,,low
2108,0,first,76.0,39.0,F,65.0,92.0,A,50.0,C,64.0,A,A,A,13,5,1,0,0.0,4.0,2.0,4.0,4.0,4.0,0.6433333333333333,1.0,0.6433333333333333,18,0.45878250591016545,,2.0,medium
2109,1,second,24.0,25.0,F,,,,,,,,,,0,1,1,1,0.0,,,,,,0.245,0.3333333333333333,0.08166666666666667,1,0.06943853427895981,0.0,,very low
2110,1,second,39.0,53.0,A,16.0,26.0,D,,,,,,,1,0,0,1,4.0,1.0,,,,,0.335,0.6666666666666666,0.22333333333333333,1,0.11804964539007091,1.0,,very low
2111,0,third,4.0,15.0,B,6.0,47.0,D,42.0,A,20.0,A,A,D,1,2,1,0,3.0,1.0,4.0,4.0,4.0,1.0,0.22333333333333333,1.0,0.22333333333333333,3,0.15303782505910166,,2.6666666666666665,very low
2112,0,third,8.0,8.0,A,9.0,52.0,C,47.0,B,20.0,A,A,A,0,1,1,0,4.0,2.0,3.0,4.0,4.0,4.0,0.24,1.0,0.24,1,0.1486052009456265,,3.0,very low
2113,1,second,1.0,75.0,B,26.0,1.0,C,18.0,F,,,,,4,0,1,1,3.0,2.0,0.0,,,,0.242,0.8333333333333334,0.20166666666666666,4,0.1485874704491726,0.0,,very low
2114,1,second,59.0,19.0,A,86.0,41.0,C,86.0,B,53.0,A,D,D,7,5,3,1,4.0,2.0,3.0,4.0,1.0,1.0,0.5733333333333334,1.0,0.5733333333333334,12,0.4299290780141844,3.0,,medium
2115,1,first,70.0,31.0,F,68.0,27.0,D,61.0,D,35.0,A,F,C,1,10,8,0,0.0,1.0,1.0,4.0,0.0,2.0,0.48666666666666664,1.0,0.48666666666666664,11,0.49132387706855796,,0.6666666666666666,medium
2116,1,second,13.0,1.0,D,29.0,45.0,D,80.0,B,89.0,F,B,B,22,5,4,0,1.0,1.0,3.0,0.0,3.0,3.0,0.42833333333333334,1.0,0.42833333333333334,27,0.4753959810874705,,1.6666666666666667,medium
2117,1,third,72.0,62.0,A,60.0,72.0,A,48.0,A,31.0,F,D,C,13,11,5,0,4.0,4.0,4.0,0.0,1.0,2.0,0.575,1.0,0.575,24,0.5518026004728133,,4.0,high
2118,1,second,56.0,84.0,A,86.0,45.0,A,34.0,D,2.0,A,A,C,13,22,9,0,4.0,4.0,1.0,4.0,4.0,2.0,0.5116666666666666,1.0,0.5116666666666666,35,0.6792375886524822,,3.0,high
2119,0,third,75.0,73.0,D,66.0,26.0,A,24.0,A,43.0,A,B,C,10,3,2,0,1.0,4.0,4.0,4.0,3.0,2.0,0.5116666666666666,1.0,0.5116666666666666,13,0.3832565011820331,,3.0,medium
2120,1,third,8.0,46.0,B,86.0,80.0,D,42.0,B,94.0,D,F,D,10,10,3,0,3.0,1.0,3.0,1.0,0.0,1.0,0.5933333333333334,1.0,0.5933333333333334,20,0.49099290780141847,,2.3333333333333335,medium
2121,0,third,94.0,44.0,C,72.0,30.0,A,56.0,D,,,,,3,1,2,1,2.0,4.0,1.0,,,,0.5920000000000001,0.8333333333333334,0.4933333333333334,4,0.31664302600472816,1.0,,low
2122,1,second,19.0,79.0,C,72.0,49.0,B,36.0,D,,,,,6,2,1,1,2.0,3.0,1.0,,,,0.51,0.8333333333333334,0.42500000000000004,8,0.2857860520094563,1.0,,low
2123,1,third,50.0,12.0,A,88.0,7.0,D,89.0,F,,,,,9,1,1,1,4.0,1.0,0.0,,,,0.49200000000000005,0.8333333333333334,0.41000000000000003,10,0.29105200945626475,0.0,,low
2124,1,third,34.0,69.0,C,62.0,27.0,B,81.0,F,60.0,B,B,F,8,1,0,1,2.0,3.0,0.0,3.0,3.0,0.0,0.555,1.0,0.555,9,0.3349468085106383,0.0,,low
2125,1,third,38.0,54.0,B,62.0,76.0,B,65.0,F,60.0,A,B,C,8,6,4,0,3.0,3.0,0.0,4.0,3.0,2.0,0.5916666666666667,1.0,0.5916666666666667,14,0.4740839243498818,,2.0,medium
2126,1,third,75.0,79.0,C,61.0,24.0,C,5.0,F,50.0,D,F,A,16,7,4,0,2.0,2.0,0.0,1.0,0.0,4.0,0.49,1.0,0.49,23,0.48069739952718676,,1.3333333333333333,medium
2127,0,third,5.0,16.0,A,9.0,23.0,F,35.0,A,29.0,A,A,A,1,1,2,0,4.0,0.0,4.0,4.0,4.0,4.0,0.195,1.0,0.195,2,0.15471040189125296,,2.6666666666666665,very low
2128,1,third,64.0,76.0,B,90.0,62.0,A,95.0,F,63.0,F,C,A,15,5,5,0,3.0,4.0,0.0,0.0,2.0,4.0,0.75,1.0,0.75,20,0.6137706855791962,,2.3333333333333335,high
2129,1,third,33.0,65.0,A,64.0,27.0,B,57.0,C,53.0,C,C,A,14,8,4,0,4.0,3.0,2.0,2.0,2.0,4.0,0.49833333333333335,1.0,0.49833333333333335,22,0.4784810874704492,,3.0,medium
2130,1,third,79.0,54.0,A,50.0,66.0,D,,F,91.0,D,D,B,12,8,5,0,4.0,1.0,0.0,1.0,1.0,3.0,0.68,0.8333333333333334,0.5666666666666668,20,0.5221040189125297,,1.6666666666666667,high
2131,1,first,56.0,52.0,B,43.0,7.0,F,,,,,,,0,2,0,1,3.0,0.0,,,,,0.395,0.6666666666666666,0.2633333333333333,2,0.14443262411347516,0.0,,very low
2132,0,third,22.0,52.0,B,80.0,47.0,F,,,,,,,7,0,2,1,3.0,0.0,,,,,0.5025,0.6666666666666666,0.33499999999999996,7,0.25662529550827423,0.0,,low
2133,1,first,44.0,99.0,A,47.0,90.0,A,9.0,C,17.0,D,B,F,12,1,3,1,4.0,4.0,2.0,1.0,3.0,0.0,0.51,1.0,0.51,13,0.404645390070922,2.0,,medium
2134,1,second,94.0,46.0,F,55.0,93.0,A,34.0,B,99.0,A,A,F,8,3,2,0,0.0,4.0,3.0,4.0,4.0,0.0,0.7016666666666667,1.0,0.7016666666666667,11,0.4654905437352246,,2.3333333333333335,medium
2135,1,second,90.0,5.0,A,33.0,7.0,D,59.0,F,33.0,F,B,D,3,12,7,0,4.0,1.0,0.0,0.0,3.0,1.0,0.37833333333333335,1.0,0.37833333333333335,15,0.44046690307328606,,1.6666666666666667,medium
2136,1,third,42.0,77.0,F,99.0,78.0,F,61.0,F,72.0,D,C,F,10,8,2,0,0.0,0.0,0.0,1.0,2.0,0.0,0.715,1.0,0.715,18,0.516838061465721,,0.0,high
2137,0,third,3.0,13.0,A,12.0,43.0,B,40.0,A,22.0,A,F,C,2,2,1,0,4.0,3.0,4.0,4.0,0.0,2.0,0.22166666666666668,1.0,0.22166666666666668,4,0.1585874704491726,,3.6666666666666665,very low
2138,1,second,74.0,70.0,D,86.0,35.0,B,60.0,B,98.0,F,F,A,10,7,5,0,1.0,3.0,3.0,0.0,0.0,4.0,0.705,1.0,0.705,17,0.5721217494089834,,2.3333333333333335,high
2139,1,first,43.0,55.0,B,54.0,65.0,B,53.0,D,,,,,4,0,0,1,3.0,3.0,1.0,,,,0.54,0.8333333333333334,0.45000000000000007,4,0.25053191489361704,1.0,,low
2140,0,second,90.0,58.0,C,16.0,38.0,A,19.0,D,87.0,A,C,A,19,23,8,0,2.0,4.0,1.0,4.0,2.0,4.0,0.5133333333333333,1.0,0.5133333333333333,42,0.7025295508274232,,2.3333333333333335,high
2141,0,first,19.0,24.0,D,50.0,53.0,D,49.0,C,74.0,C,D,B,24,19,6,0,1.0,1.0,2.0,2.0,1.0,3.0,0.44833333333333336,1.0,0.44833333333333336,43,0.631968085106383,,1.3333333333333333,high
2142,0,second,18.0,14.0,F,25.0,38.0,D,98.0,B,83.0,A,A,C,24,19,4,0,0.0,1.0,3.0,4.0,4.0,2.0,0.46,1.0,0.46,43,0.5933569739952719,,1.3333333333333333,high
2143,0,second,98.0,90.0,C,48.0,36.0,D,,,,,,,6,3,0,1,2.0,1.0,,,,,0.68,0.6666666666666666,0.45333333333333337,9,0.284113475177305,1.0,,low
2144,0,third,15.0,29.0,D,48.0,33.0,F,62.0,C,72.0,D,B,A,13,15,4,0,1.0,0.0,2.0,1.0,3.0,4.0,0.43166666666666664,1.0,0.43166666666666664,28,0.48344562647754136,,1.0,medium
2145,1,first,53.0,67.0,C,69.0,72.0,B,68.0,A,66.0,C,F,A,8,6,4,0,2.0,3.0,4.0,2.0,0.0,4.0,0.6583333333333333,1.0,0.6583333333333333,14,0.5074172576832151,,3.0,high
2146,1,third,51.0,53.0,A,62.0,23.0,A,28.0,B,92.0,D,D,A,10,9,3,0,4.0,4.0,3.0,1.0,1.0,4.0,0.515,1.0,0.515,19,0.44544326241134746,,3.6666666666666665,medium
2147,0,first,11.0,1.0,D,34.0,33.0,F,49.0,C,22.0,C,B,C,13,10,5,0,1.0,0.0,2.0,2.0,3.0,2.0,0.25,1.0,0.25,23,0.38291962174940897,,1.0,medium
2148,0,third,6.0,6.0,A,4.0,57.0,A,44.0,D,29.0,A,B,B,1,2,1,0,4.0,4.0,1.0,4.0,3.0,3.0,0.24333333333333332,1.0,0.24333333333333332,3,0.16303782505910164,,3.0,very low
2149,1,third,10.0,2.0,D,23.0,31.0,D,74.0,B,86.0,A,D,C,20,5,4,0,1.0,1.0,3.0,4.0,1.0,2.0,0.37666666666666665,1.0,0.37666666666666665,25,0.4367966903073286,,1.6666666666666667,medium
2150,0,third,3.0,15.0,F,2.0,10.0,B,36.0,D,25.0,A,D,D,1,2,2,0,0.0,3.0,1.0,4.0,1.0,1.0,0.15166666666666667,1.0,0.15166666666666667,3,0.13942671394799055,,1.3333333333333333,very low
2151,0,third,5.0,14.0,F,5.0,35.0,B,26.0,B,23.0,A,F,C,2,1,1,0,0.0,3.0,3.0,4.0,0.0,2.0,0.18,1.0,0.18,3,0.131371158392435,,2.0,very low
2152,1,third,80.0,20.0,D,3.0,27.0,D,26.0,B,8.0,F,D,C,0,5,2,1,1.0,1.0,3.0,0.0,1.0,2.0,0.2733333333333333,1.0,0.2733333333333333,5,0.21302600472813238,3.0,,low
2153,0,third,9.0,11.0,F,4.0,32.0,D,27.0,D,29.0,A,C,D,1,1,2,0,0.0,1.0,1.0,4.0,2.0,1.0,0.18666666666666668,1.0,0.18666666666666668,2,0.1505437352245863,,0.6666666666666666,very low
2154,1,first,51.0,55.0,B,44.0,23.0,D,,,,,,,0,2,0,1,3.0,1.0,,,,,0.4325,0.6666666666666666,0.28833333333333333,2,0.15693262411347517,1.0,,very low
2155,0,third,88.0,30.0,C,45.0,72.0,D,79.0,A,27.0,B,C,A,3,4,4,0,2.0,1.0,4.0,3.0,2.0,4.0,0.5683333333333334,1.0,0.5683333333333334,7,0.4177364066193854,,2.3333333333333335,medium
2156,1,third,86.0,23.0,D,73.0,18.0,A,76.0,F,49.0,A,A,F,7,3,3,1,1.0,4.0,0.0,4.0,4.0,0.0,0.5416666666666666,1.0,0.5416666666666666,10,0.4013297872340425,0.0,,medium
2157,1,second,50.0,50.0,F,61.0,67.0,D,85.0,C,51.0,F,C,A,12,6,2,0,0.0,1.0,2.0,0.0,2.0,4.0,0.6066666666666667,1.0,0.6066666666666667,18,0.4626713947990544,,1.0,medium
2158,1,first,28.0,68.0,B,67.0,67.0,F,25.0,C,,,,,2,0,1,1,3.0,0.0,2.0,,,,0.51,0.8333333333333334,0.42500000000000004,2,0.24748817966903075,2.0,,low
2159,0,second,91.0,41.0,D,52.0,20.0,A,17.0,A,42.0,A,F,F,18,6,3,0,1.0,4.0,4.0,4.0,0.0,0.0,0.43833333333333335,1.0,0.43833333333333335,24,0.4390248226950354,,3.0,medium
2160,0,first,13.0,94.0,F,27.0,44.0,C,13.0,A,63.0,A,F,A,6,24,3,0,0.0,2.0,4.0,4.0,0.0,4.0,0.42333333333333334,1.0,0.42333333333333334,30,0.469822695035461,,2.0,medium
2161,1,third,29.0,50.0,B,65.0,79.0,F,76.0,F,85.0,C,A,B,12,5,2,0,3.0,0.0,0.0,2.0,4.0,3.0,0.64,1.0,0.64,17,0.4729550827423168,,1.0,medium
2162,0,third,2.0,11.0,A,11.0,50.0,A,26.0,A,20.0,A,F,C,2,1,1,0,4.0,4.0,4.0,4.0,0.0,2.0,0.2,1.0,0.2,3,0.141371158392435,,4.0,very low
2163,1,first,64.0,49.0,B,67.0,13.0,A,87.0,D,,,,,4,3,0,1,3.0,4.0,1.0,,,,0.56,0.8333333333333334,0.46666666666666673,7,0.27801418439716313,1.0,,low
2164,1,first,48.0,57.0,C,65.0,19.0,B,71.0,F,85.0,B,A,D,9,17,2,0,2.0,3.0,0.0,3.0,4.0,1.0,0.575,1.0,0.575,26,0.4979018912529551,,1.6666666666666667,high
2165,1,third,3.0,50.0,B,85.0,32.0,A,77.0,C,83.0,B,A,A,2,7,4,0,3.0,4.0,2.0,3.0,4.0,4.0,0.55,1.0,0.55,9,0.42133569739952725,,3.0,medium
2166,0,third,66.0,79.0,A,73.0,8.0,C,70.0,D,62.0,F,C,B,9,3,2,0,4.0,2.0,1.0,0.0,2.0,3.0,0.5966666666666667,1.0,0.5966666666666667,12,0.41937352245862886,,2.3333333333333335,medium
2167,1,second,15.0,92.0,D,62.0,28.0,C,36.0,D,91.0,B,A,B,4,1,1,0,1.0,2.0,1.0,3.0,4.0,3.0,0.54,1.0,0.54,5,0.3241371158392435,,1.3333333333333333,low
2168,1,third,62.0,84.0,A,40.0,98.0,F,66.0,A,73.0,C,F,A,6,7,2,0,4.0,0.0,4.0,2.0,0.0,4.0,0.705,1.0,0.705,13,0.47992316784869976,,2.6666666666666665,medium
